id,year,era,region,title,text
665,-1213,BCE,Tang China,Tang China: Siege (1213 BCE),"In 1213 BCE, Tang China saw a notable siege that ushered in regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
666,1746,CE,Qing China,Qing China: Astronomical Event Recording (1746 CE),"In 1746 CE, Qing China saw a long-debated astronomical event recording that codified regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
667,-188,BCE,Mesopotamia,Mesopotamia: Scientific Observation (188 BCE),"In 188 BCE, Mesopotamia saw a well-documented scientific observation that documented regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
668,1274,CE,Song China,Song China: Weights And Measures Act (1274 CE),"In 1274 CE, Song China saw a pivotal weights and measures act that documented regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
669,-1642,BCE,Australia,Australia: Siege (1642 BCE),"In 1642 BCE, Australia saw a widely cited siege that codified regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
670,1639,CE,New Zealand,New Zealand: Lighthouse Lighting (1639 CE),"In 1639 CE, New Zealand saw a well-documented lighthouse lighting that ushered in regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
671,121,CE,Mongol Empire,Mongol Empire: Religious Reform (121 CE),"In 121 CE, Mongol Empire saw a remarkable religious reform that reshaped regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
672,1390,CE,Persia,Persia: Succession Crisis (1390 CE),"In 1390 CE, Persia saw a far-reaching succession crisis that codified regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
673,1767,CE,Venezuela,Venezuela: Weights And Measures Act (1767 CE),"In 1767 CE, Venezuela saw a well-documented weights and measures act that accelerated regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
674,-1685,BCE,Persia,Persia: Battle (1685 BCE),"In 1685 BCE, Persia saw a pivotal battle that transformed regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
675,-2886,BCE,Colombia,Colombia: Border Demarcation (2886 BCE),"In 2886 BCE, Colombia saw a far-reaching border demarcation that reshaped regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
676,1372,CE,Colonial America,Colonial America: Border Demarcation (1372 CE),"In 1372 CE, Colonial America saw a lesser-known border demarcation that reshaped regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
677,1489,CE,Hellenistic Period,Hellenistic Period: Plague Outbreak (1489 CE),"In 1489 CE, Hellenistic Period saw a long-debated plague outbreak that codified regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
678,1144,CE,Austria,Austria: Treaty (1144 CE),"In 1144 CE, Austria saw a notable treaty that consolidated regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
679,1745,CE,German States,German States: Uprising (1745 CE),"In 1745 CE, German States saw a pivotal uprising that accelerated regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
680,-1140,BCE,Mesoamerica,Mesoamerica: Palace Coup (1140 BCE),"In 1140 BCE, Mesoamerica saw a contested palace coup that stabilized regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
681,1674,CE,Achaemenid Empire,Achaemenid Empire: Architectural Project (1674 CE),"In 1674 CE, Achaemenid Empire saw a formative architectural project that accelerated regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
682,1755,CE,German States,German States: Naval Engagement (1755 CE),"In 1755 CE, German States saw a long-debated naval engagement that ushered in regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
683,37,CE,Mughal Empire,Mughal Empire: Abolition Decree (37 CE),"In 37 CE, Mughal Empire saw a remarkable abolition decree that marked regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
684,1692,CE,Islamic Golden Age,Islamic Golden Age: Artisan Strike (1692 CE),"In 1692 CE, Islamic Golden Age saw a far-reaching artisan strike that transformed regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
685,1341,CE,Peru,Peru: Siege (1341 CE),"In 1341 CE, Peru saw a long-debated siege that documented regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
686,1730,CE,Levant,Levant: University Charter (1730 CE),"In 1730 CE, Levant saw a lesser-known university charter that reshaped regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
687,1346,CE,Caribbean,Caribbean: Coinage Standardization (1346 CE),"In 1346 CE, Caribbean saw a formative coinage standardization that ushered in regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
688,455,CE,Ancient Egypt,Ancient Egypt: University Charter (455 CE),"In 455 CE, Ancient Egypt saw a long-debated university charter that transformed regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
689,1438,CE,Mughal Empire,Mughal Empire: Battle (1438 CE),"In 1438 CE, Mughal Empire saw a well-documented battle that accelerated regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
690,1521,CE,Vietnam,Vietnam: Land Reform (1521 CE),"In 1521 CE, Vietnam saw a pivotal land reform that transformed regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
691,-495,BCE,Southern Africa,Southern Africa: Natural Disaster (495 BCE),"In 495 BCE, Southern Africa saw a formative natural disaster that challenged regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
692,-1698,BCE,Roman Empire,Roman Empire: Irrigation Works (1698 BCE),"In 1698 BCE, Roman Empire saw a far-reaching irrigation works that ushered in regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
693,1207,CE,Scandinavia,Scandinavia: Scientific Observation (1207 CE),"In 1207 CE, Scandinavia saw a formative scientific observation that marked regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
694,1134,CE,Central Asia,Central Asia: Guild Formation (1134 CE),"In 1134 CE, Central Asia saw a formative guild formation that stabilized regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
695,356,CE,Thailand,Thailand: Scientific Observation (356 CE),"In 356 CE, Thailand saw a pivotal scientific observation that codified regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
696,1808,CE,Enlightenment Europe,Enlightenment Europe: Palace Coup (1808 CE),"In 1808 CE, Enlightenment Europe saw a remarkable palace coup that codified regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
697,1562,CE,Hellenistic Period,Hellenistic Period: Calendar Reform (1562 CE),"In 1562 CE, Hellenistic Period saw a remarkable calendar reform that documented regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
698,274,CE,Great Zimbabwe,Great Zimbabwe: Land Reform (274 CE),"In 274 CE, Great Zimbabwe saw a far-reaching land reform that stabilized regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
